"id","urlTweet","contentTweet","imageTweet","tweetDate","commentTweet","reTweet","quoteTweet","heartTweet"
"23","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","505","456","6","515"
"24","https://nitter.net/okxweb3/status/1626037737873629184#m","🔥New #GalxeOAT on #OKX Web3 space is live! 

The first 100K members of OKX Discord will be able to claim this OAT for free. #FreeMint #NFT

🎗️After claiming the OAT, don’t forget to finish the quest on #Crew3 to get XPs! 

🔗Claim your OAT here: galxe.com/OKXWEB3/campaign/G…","","16/02/2023","771","15,215","60","4,972"
"25","https://nitter.net/ETCAlpha/status/1738403439455932601#m","Hens Domain# 5844

#HENSDOMAINS #HEBE
 #ETCNFT #ETCALPHA #ETC #NFT #NFTCommunity #EthereumClassic #Mint","https://nitter.net/pic/orig/media%2FGCAMt2FXoAApzLK.jpg","23/12/2023","1","","",""
"26","https://nitter.net/punk1685/status/1738277307683668091#m","I want to change not 1 but 2 life's & send them this @okaybears (25 $SOL)

Must Follow, Retweet and comment “#NFT”
 I will pick a winner in 24hrs 

Merry Christmas, GOOD LUCK 🎅

Alpha call- I m pretty bullish on @jifonsol presale. it's public presale so don't miss","https://nitter.net/pic/orig/media%2FGB-Z_1rbMAQxvlK.jpg","22/12/2023","387","373","5","397"
"27","https://nitter.net/artyfact_game/status/1737809222694240578#m","⚡️Artyfact x OKX Airdrop Winners⚡️

Exclusive @artyfact_game x @okx airdrop winners - docs.google.com/spreadsheets…

#okx #Airdrop  #listing #tge #launch #exchange #artyfact $arty #arty #metaverse #nft #gamefi #crypto #playtoearn #p2e #blockchain #web3aming #web3metaverse #cryptogaming #nftgame #nftgaming #web3  #alts #altcoin #altcoinseason #altcoingems #investing #nfts #startup #presale #ico #ido #ieo #game #demo #playandearn #cryptocurrencies #cryptocurrecy #gem #bitcoin  #btc  #etherium #BNB  #tothemoon","","21/12/2023","539","543","33","2,254"
"28","https://nitter.net/EMIREX_OFFICIAL/status/1738232449652470009#m","#Cryptodigest📲

📍#NFT Trader lost about $3 million as a result of hacking.
📍Prices for the #Solana Saga smartphone have jumped to $5,000 on eBay.
📍#Dogecoin will be integrated into X, says the director of MyDoge Wallet.

Learn more:
emirex.com/news/crypto_news_…","https://nitter.net/pic/orig/media%2FGB9xKn6WoAA8GmE.jpg","22/12/2023","","9","",""
"29","https://nitter.net/martins_hackz/status/1738403366475047286#m","formas extrañas en que los empleados pueden (accidentalmente) exponer datos 
#SeguridadDeDatos #Privacidad
#100DaysOfCode #CloudSecurity
#MachineLearning #Phishing #Ransomware #Cybersecurity #CyberAttack #DataProtection
#Brecha de datos #Hackeado #Infosec #RobloxDev #nft #GALA","https://nitter.net/pic/orig/media%2FGCAMpJQWkAA5-Va.jpg","23/12/2023","","","",""
"30","https://nitter.net/NomadApeTC/status/1736831508155928696#m","Years ago, wen my apes were hiking on Mount Tibidabo!🌄

1st 100 to interact get a surprise! 🤗

#NFT #Solana #SolanaNFT","https://nitter.net/pic/orig/media%2FGBp2koXXAAAFmub.jpg","18/12/2023","7","42","","44"
"31","https://nitter.net/TutuMokey/status/1738403323697664412#m","#TTM traveled through the future of 2069 and came to the same planet as the earth. The crisis of #TUTUMOKEY and the beautiful warrior is coming...

#redmonkey #redrabbit #AIGC 
#NFTs #NFT 
#3dart #sculpture #trendyart
#conceptart #conceptdesign
#animation #cartoon
#rabbitart","https://nitter.net/pic/orig/media%2FGCAMmvXawAAZ98Y.jpg","23/12/2023","","","",""
"32","https://nitter.net/WackyPupz/status/1738364092174172553#m","5x 10,000 $WACKY GIVEAWAY

1⃣ Follow @WackyPupz + WL
2⃣ Like + RT
3⃣ Tag Friends
4⃣ Join: Discord.gg/WACKED

⏳24H
$Sol #Solana #NFT #Airdrop","","23/12/2023","106","119","2","144"
"33","https://nitter.net/seal_squadNFT/status/1642634365585743875#m","You'll need allies to conquer the space... 

There can never be too many.

Who should we ally with next?

#squadgoals #NFT 

premint.xyz/seal-squadNFT/","https://nitter.net/pic/orig/media%2FFsvPP4CWcAIDbQR.jpg","02/04/2023","9","1,691","","387"
"34","https://nitter.net/NFTsRadar/status/1738089112987705646#m","🥳 Solana Giveaway 🎉

  1 $SOL ( 100$ ) 
  1 Winners 🏆

 Follow @NFTsRadar
 Like Retweet
 Tag 1 Friend (24h ⏰)
 #Solana #Sol #Airdrop #NFT #solmap #SolanaCommunity","https://nitter.net/pic/orig/media%2FGB7u1l0WYAAjdZI.jpg","22/12/2023","882","1,088","6","1,033"
"35","https://nitter.net/bonewhaletoken/status/1738403275035262981#m","My word, scholars!

Just over 3 hours into the #DorkWadz #Holidaze #mint and there are now under 200 remaining to be minted!🤯

There are still 3 #legendary 1/1s in this #limitededition #NFT collection and #staking is coming #shortly! 

Head over to mint.bonewhale.com and mint one for yourself this #holidaze season!🎄","https://nitter.net/pic/orig/media%2FGCALUfHbEAAA5nO.jpg","23/12/2023","1","1","","1"
"36","https://nitter.net/CnftGuide/status/1737631487137132721#m","ADA+NFT #Giveaway

Prize:
🏆10 #ADA
🏆1x #NFT

Rules 
⭐️Follow @enchantedcnft 
⭐️❤️+RT
⭐️Tag 3 Friends 

48H⏰

#CNFTGiveaway #NFTCommunity #NFTartist #nftart #Cardano #CNFT #CNFTCommunity #NFTGiveaway","https://nitter.net/pic/orig/media%2FGB1OoJxXMAAfGWX.jpg","21/12/2023","255","396","","355"
"37","https://nitter.net/trustwallet_ru/status/1737507040493465965#m","🎉 Встречайте Новый год вместе с Trust Wallet CНГ и @cryptonxyz! Откройте таинственную коробку #NFT, чтобы отпраздновать!

🎁 Кроме того, мы разыгрываем 10 лимитированных новогодних #Web3 свитеров среди тех, кто получил уникальные NFT!

Правила:
💙 Лайк и репост
❄️ Подписка на @trustwallet_ru
💙 Присоединиться к t.me/trustwallet_ru и t.me/crypton_off
❄️ Получите с помощью #TrustWallet 👇
galxe.com/trustwallet/campai…","https://nitter.net/pic/orig/media%2FGBzdFWSa4AAYQzn.jpg","20/12/2023","125","3,065","17","3,202"
"38","https://nitter.net/AdaMonsterz/status/1738245538380984581#m","📢4x Holiday #NFTGiveaway
Spreading some Holidays JOY with our friends!

🎁Prizes: 4x #CNFTs
🏆 1 Winner takes it all!

Rules:
1⃣ FOLLOW
@AdaMonsterz @CryptoRaggies 
@cardastacks @LurkersCNFT 
2⃣ ♥️+ RT
3⃣ TAG FRIENDS

✨WINNER Selection Dec 26

#CNFTCommunity #NFT #cardanofeed","","22/12/2023","100","124","2","127"
"39","https://nitter.net/CnftGuide/status/1738203768926118125#m","ADA+NFT #Giveaway

Prize:
🏆10 #ADA
🏆3x WL

Rules
💰Follow @TenK_ada 
💰❤️+RT
💰Tag 3 friends 

24H⏰

#CNFTGiveaway #NFTCommunity #NFTartist #nftart #Cardano #CNFT #CNFTCommunity #NFTGiveaway #NFT","https://nitter.net/pic/orig/media%2FGB9XHXjWgAAIRRz.jpg","22/12/2023","130","173","","180"
"40","https://nitter.net/martins_hackz/status/1738403163391103427#m","You can inbox me now. I will be fast and reliable, available 24 hours. 
#gmaildown¹ #facebookdown #discord #instagram #snapchat #hackedaccount   #psn #hacked #hackedgmail #account #help #support #WhatsAppleack #Crypto #NFT #Solana","https://nitter.net/pic/orig/media%2FGCAMdamW0AAVUaM.jpg","23/12/2023","","","",""
"41","https://nitter.net/thanksg67588375/status/1738403158546849998#m","Im a goblin, be a goblin, lets all be goblin fwend at Discord: discord.gg/AhCAfQew 
$INJ #INJ #NFT #Goblinfwend

@Goblin_INJ","","23/12/2023","","","",""
"42","https://nitter.net/NFDevils/status/1738167506928345299#m","On the 22nd day of #Christmas the Devils gave to me, a @SecretBullsNFT #NFT

✅ Follow @NFDevils, @Nate_NFD and @SheDevilsNFT
✅ Like and Repost
✅ Tag 3 Friends
✅ 24h

👏 Give our Catalyst proposal some kudos
cardano.ideascale.com/c/idea…

#CNFTgiveaway #GiveawayAlert #Giveaway #ADA","https://nitter.net/pic/orig/media%2FGBmFI9dbwAAlyG5.jpg","22/12/2023","104","123","","126"
"43","https://nitter.net/Kondux_KNDX/status/1738293989621534725#m","🌟 The birth of your digital legacy begins with a kNFT bundle, each holding a unique story. Your mint package includes a 3D avatar, item, armor, & a malleable AI-Powered persona. 

We’ve got a lot of fun tech to showcase in 2024! JOIN US

$KNDX #NFT #kNFT #metaverse","","22/12/2023","11","34","3","71"
"44","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","507","457","6","517"
"45","https://nitter.net/WackyPupz/status/1738364092174172553#m","5x 10,000 $WACKY GIVEAWAY

1⃣ Follow @WackyPupz + WL
2⃣ Like + RT
3⃣ Tag Friends
4⃣ Join: Discord.gg/WACKED

⏳24H
$Sol #Solana #NFT #Airdrop","","23/12/2023","106","119","2","144"
"46","https://nitter.net/PurpleCatsClub/status/1738403073184477325#m","Don't forget to follow us 
#Cat #cats #NFT #FolloMe #follow #USA #NFT #NFTs #NFTCommunity #NFTGiveaway #NFTartist #NFTCollection #NFTDROPS #purplecatsclub","https://nitter.net/pic/orig/media%2FGCAMYcPaUAA0wrm.jpg","23/12/2023","","","","1"
"47","https://nitter.net/NFT_Origins/status/1738166532717281695#m","🚨#CNFTGiveaways🚨

In collaboration with Anpu, I am giving away

Price:
🏆 1x Relic of Anpu Pass🎟️

Simply
☑️Follow @anpu_token & @NFT_Origins
☑️❤️& 🔁
☑️Tag 3 👥

⏱️48H
#CardanoNFT #NFT #NFTs #CNFT #ADA 
#NFTCommunity #NFTGiveaways #Cardano","https://nitter.net/pic/orig/media%2FGB80ppqWoAAFMpr.jpg","22/12/2023","234","247","","246"
"48","https://nitter.net/Streethealer_/status/1738403045195538459#m","Another successful extraction

#dmt #spiritmolecule #healing #dmtpowder #btc #mdma #LA #lsd #psychedelic #lsd #nft #molly #ClimateChange #NFFC #xanscandyland #breakthrough
#mentalawareness #trippy #plug #usa #illinois #Ohio #plug #NYC #Vermont #Michigan #usa","","23/12/2023","","","",""
"49","https://nitter.net/ThyLeonD/status/1738262162399756649#m","one of my fav #nft artworks done for #zeluna with the inspiring @_paperspace .","","22/12/2023","1","1","","2"
"50","https://nitter.net/martins_hackz/status/1738403022588334581#m","🕰️
You can message me right away for assistance with account retrievals since I have assisted many individuals in getting their lost wallets and accounts back. 
#hacked #snapchat #gmail #gmailsupport #NFT #Crypto #SolanaAirdrops #SolanaNFT #Solana #Polygon","https://nitter.net/pic/orig/media%2FGCAMVO_W4AAWqA_.jpg","23/12/2023","1","","",""
"51","https://nitter.net/punk1685/status/1738277307683668091#m","I want to change not 1 but 2 life's & send them this @okaybears (25 $SOL)

Must Follow, Retweet and comment “#NFT”
 I will pick a winner in 24hrs 

Merry Christmas, GOOD LUCK 🎅

Alpha call- I m pretty bullish on @jifonsol presale. it's public presale so don't miss","https://nitter.net/pic/orig/media%2FGB-Z_1rbMAQxvlK.jpg","22/12/2023","388","373","5","397"
"52","https://nitter.net/hongtuchan/status/1584400388131737602#m","It's a real product with real utility to make your @doodles and @BoredApeYC  NFTs come to life.

#Comoco #Sculptor #3D #NFT #Utility","","24/10/2022","13","1,578","2","43"
"53","https://nitter.net/trustwallet_ru/status/1737507040493465965#m","🎉 Встречайте Новый год вместе с Trust Wallet CНГ и @cryptonxyz! Откройте таинственную коробку #NFT, чтобы отпраздновать!

🎁 Кроме того, мы разыгрываем 10 лимитированных новогодних #Web3 свитеров среди тех, кто получил уникальные NFT!

Правила:
💙 Лайк и репост
❄️ Подписка на @trustwallet_ru
💙 Присоединиться к t.me/trustwallet_ru и t.me/crypton_off
❄️ Получите с помощью #TrustWallet 👇
galxe.com/trustwallet/campai…","https://nitter.net/pic/orig/media%2FGBzdFWSa4AAYQzn.jpg","20/12/2023","125","3,065","17","3,202"
"54","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","508","458","6","518"
"55","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","509","458","6","518"
"56","https://nitter.net/NFT_by_SOC/status/1738402882292953169#m","MINTING IS LIVE NOW 🔥🔥 

Take your part of GMP
before Matic explode✅️
opensea.io/assets/matic/0x6c… #nft #grumpymonkeypunks #pixelnft #PolygonNFTs #OpenSeaNFT","","23/12/2023","","1","","2"
"57","https://nitter.net/trustwallet_ru/status/1737507040493465965#m","🎉 Встречайте Новый год вместе с Trust Wallet CНГ и @cryptonxyz! Откройте таинственную коробку #NFT, чтобы отпраздновать!

🎁 Кроме того, мы разыгрываем 10 лимитированных новогодних #Web3 свитеров среди тех, кто получил уникальные NFT!

Правила:
💙 Лайк и репост
❄️ Подписка на @trustwallet_ru
💙 Присоединиться к t.me/trustwallet_ru и t.me/crypton_off
❄️ Получите с помощью #TrustWallet 👇
galxe.com/trustwallet/campai…","https://nitter.net/pic/orig/media%2FGBzdFWSa4AAYQzn.jpg","20/12/2023","125","3,065","17","3,202"
"58","https://nitter.net/flipmoneycrypto/status/1738402864366764414#m","Cookies in the wood. I'm not a fan of blunts but I got this for free 👊🫡🤠 #theWest #USA #web3 #nft","https://nitter.net/pic/orig/media%2FGCAMMToasAAEuFz.jpg","23/12/2023","2","","","1"
"59","https://nitter.net/Planetary_verse/status/1704049047349149855#m","✨ Have you seen our new spaces yet? 🏢✨

#planetarymetaiverse #planetary #metaverse #soulboundtoken #nft #token #avatar #app #staytuned","","19/09/2023","83","685","11","390"
"60","https://nitter.net/The_Chillaz/status/1738239940985549126#m","Chillaz 7 Days - FINAL CHANCE 🎄

This is 3 days prizes combined🎁

We are giving away👀
5x ChainChillaz
2x BlockChillaz 
1 x Photo Print (must hold a ChainChillaz to win) 

To Enter: 
- Like + RT 
- Follow us
- Tag a friend or comment your ChainChillaz

Ends in 48h⏰
#ADA #NFT #Giveaway","https://nitter.net/pic/orig/media%2FGB90n-WXoAMeEfG.png","22/12/2023","85","104","","106"
"61","https://nitter.net/Queen1Crypto/status/1738313776120676469#m","Who’s joining us tomorrow for this great space? Hope to see all the frens! 

🎄Dream a Lil Dream #NFT showcase! 
📆 Saturday, 12/23 @ 1pm EST
☑️ Reminders below!
nitter.net/i/spaces/1dRKZEv…","https://nitter.net/pic/orig/media%2FGB-7KoTXgAASnb_.jpg","22/12/2023","2","14","","29"
"62","https://nitter.net/pioupioucy_eth/status/1738308115341197340#m","🚀 イノベーションと冒険の世界に飛び込もう Namada 🌐

✨ $Namada トークンのプレセールがフルスイング中ですので、rpgfdropnamada.net で NAM トークンを確保しましょう。この旅の一部になる絶好のチャンスを逃さないでください！ 💰🌟

#Namada #NFT #ETH #privacy #Web3📷 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-12OWWgAAXByh.png","22/12/2023","1","8","","8"
"63","https://nitter.net/pioupioucy_eth/status/1738307724968898590#m","🚀 Dive into the world of innovation and adventure with Namada 🌐

✨ Secure your NAM tokens now at rpgfdropnamada.net while the pre-sale of $Namada tokens is in full swing. Don't miss out on this unique opportunity to be part of the journey! 💰🌟

#Namada #NFT #ETH #privacy #Web3 #NFTCommuntiy","https://nitter.net/pic/orig/media%2FGB-1pfLXIAEFkLh.png","22/12/2023","1","7","","7"
"64","https://nitter.net/ShibaSoaps/status/1738381589401178433#m","🫧🧼🎅🏽 GIVEAWAY🎅🏽🧼🫧
Tomorrow in the space we will give away $100 gift card to ShibaSoapsAndScrubs.com
Must be present when drawn and following :
@theshibdream 
@SharbaeNFT and us 
@ShibaSoaps 

🎄Dream a Lil Dream #NFT showcase! 
📆 Saturday, 12/23 @ 1pm EST
☑️ Reminders below!
nitter.net/i/spaces/1dRKZ…","","23/12/2023","1","10","","14"
"65","https://nitter.net/0xNekowawolf/status/1738041533352587384#m","Confirmed Airdrop by @onunblocked 🔥

Follow these steps to get $LOYAL👇🐺

1/6

#Airdrop #LOYAL #NFT #cryptocurrency #CryptoCommunity","https://nitter.net/pic/orig/media%2FGB7DjxzbwAAFGZF.jpg","22/12/2023","13","10","1","21"
"66","https://nitter.net/exverse_io/status/1734603758146125885#m","🖥 The Exverse Pass, our most valuable #NFT, but what is it?
Before going any further, sign up to get early access to Exverse! 🎮 exv.io/#alpha-sign-up    

⭐️ What's the Exverse Genesis Pass?
The genesis of everything at Exverse. Holders will have lifetime perks and VIP access to exclusive events, both in-game and beyond.

🌐 Supply
At a capped supply of 1000, the Exverse Genesis pass is our most valuable asset, owning them guarantees a lifetime of perks in the Exverse ecosystem.

❓ How can I get them?
You can buy them on OpenSea at opensea.io/collection/exvers… or earn them by participating in our community events.

#Exverse #ExverseAlpha #ExversePass","","12/12/2023","51","116","19","214"
"67","https://nitter.net/NFT_Origins/status/1738166532717281695#m","🚨#CNFTGiveaways🚨

In collaboration with Anpu, I am giving away

Price:
🏆 1x Relic of Anpu Pass🎟️

Simply
☑️Follow @anpu_token & @NFT_Origins
☑️❤️& 🔁
☑️Tag 3 👥

⏱️48H
#CardanoNFT #NFT #NFTs #CNFT #ADA 
#NFTCommunity #NFTGiveaways #Cardano","https://nitter.net/pic/orig/media%2FGB80ppqWoAAFMpr.jpg","22/12/2023","234","247","","246"
"68","https://nitter.net/finance_ref/status/1738333708002717836#m","Ho ho ho🎅 It is that time of the year, a lil' #NFT to win before the end of 2023. Mister RefMan is full of surprises.🎁

100 Winners - Random Draw 🎄
Rules: Like, Retweet, Comment your #NEAR wallet address and tell us whether we should promote $NEAT or $GEAR liquidity. Pick one!

Contest ends: Wednesday 27th EOD. Winners announced a few days after.

If you don't follow the rules, no NFT in your pockets!","https://nitter.net/pic/orig/media%2FGB_LRXyXYAAPB_R.jpg","22/12/2023","510","458","6","518"
