"id","urlTweet","contentTweet","tweetDate","commentTweet","reTweet","quoteTweet","heartTweet"
"17","https://nitter.net/BobbyHeadBalon/status/1643921182918422529#m","Visuals Portiture NFT
🤩 #68 

100 % Polygon 🔥

🧪1/1 Single Edition 

🌪️= 0,001 $ETH 

🌄 nft ~ ♾️

Opensea Link: 🔴 opensea.io/assets/matic/0x29…

#NFTGiveaways  #NFT #NFTCommuntiy #ETH  #Web3 #web3community #NFTgang #nftcollectors
#NFTs #PolygonCommunity @U_Visuals #NFTartwork","Apr 6, 2023 · 10:18 AM UTC","11","8","1","14"
"18","https://nitter.net/wandering_wahoo/status/1736420852025987539#m","Ty! Is it hypothetically possible for a smart contract to be written to allow something like ""Once 500K $STARS of an #NFT collection are sold, then it would auto-trigger 3% of that profit pool to be used to buy & retire credits on $REGEN marketplace?  

Just thinkin out loud 😉","Dec 17, 2023 · 4:19 PM UTC","","","",""
"19","https://nitter.net/LittleBaoNFT/status/1736341250763321372#m","GM 💜☀️✨ Get Cuteness today haha, make sure to touch grass 🌱……

Be unique,be one 1️⃣! Enjoy the Sunday 

Get some baos maybe?
Website ❄️:- littlebaonft.com

#NFT #Polygon #Crypto","Dec 17, 2023 · 11:03 AM UTC","8","4","1","13"
"20","https://nitter.net/theguy_with_nft/status/1736420845411557553#m","What's up doc!?
Did you place you offer?
#NFT #eventothier
#CryptoNews #crypto #altcoins
@opensea opensea.io/assets/ethereum/0…","Dec 17, 2023 · 4:19 PM UTC","1","","","2"
"21","https://nitter.net/WildCardsShow/status/1736420084308955592#m","Next on Wild Cards:

We are getting wild on @porkyisland ! Going to hear what’s been going on on the island and maybe learn something new. One thing is for certain, you can catch a few laughs. 😎👊

Set a reminder 👇
 nitter.net/i/spaces/1ypKdky…

#crypto #nft #humor","Dec 17, 2023 · 4:16 PM UTC","1","4","","8"
"22","https://nitter.net/JourneymenNFT/status/1736416832758636855#m","Stealth Drop Commencing.... 

Building the most Bonkers community on Solana!

Will you be a proud owner of a Bonkers home ?

👑13 Attributes!
✨540 Different Traits!
💎Every Home is looks unique and Bonkers!

Ready for the stealth drop? 👀

#Solana #SolanaAirdrop #SolanaNFT #NFT","Dec 17, 2023 · 4:03 PM UTC","2","3","","4"
"23","https://nitter.net/roamingprofile/status/1736346184904544402#m","I heard a whisper in the echoes of the sky, it shared secrets of true happiness. 

The Lights that Calm
Auction; 0.025e 
1 day 11 hours left. 

Link below 👇

#nft #art #wow","Dec 17, 2023 · 11:22 AM UTC","2","8","","16"
"24","https://nitter.net/MrDraa_/status/1736420799152546207#m","Fray X gameplay by MrDraa 🔥 New Map: The Range Facility! CHAOOSSS  #Web3📷📷📷 #gaming #Web3Gaming📷📷📷📷 #pc #unity3d #videogames #nft #nfts #nftcommunity #web3community #UASO #DYOR #nftart #nftcollector #cryptoart #digitalart #art #FreeToPlay","Dec 17, 2023 · 4:19 PM UTC","1","1","","5"
"25","https://nitter.net/jossphoto/status/1736353009460785416#m","✨GM, fam! Have a nice day...☕️🥰💖❄️

opensea.io/assets/ethereum/0…

#NFT #NFTCommunity #dalle3 #aiart #digitalart #aigirls #Sunday  #SundayFunday #SundayMorning #SundayMotivation #SundayVibes #weekend #WeekendVibes #SundayTreats #Sundaythoughts #wombo #Happysunday #Goodsunday","Dec 17, 2023 · 11:49 AM UTC","10","6","","38"
"26","https://nitter.net/john1statham32/status/1736420749181693975#m","#nft","Dec 17, 2023 · 4:19 PM UTC","","","","2"
"27","https://nitter.net/its_Mitts/status/1735693408415666630#m","When You Invest In projects that Require 0 Investors and Will Ripp Faces in a #BullMarket just because their Liquidity is on 5 Blockchains😤💯 it’s Always a Great Day to Be A #RISERS 

We Are So Early🚀🌕 #EverRise

#Crypto #DVault #NFT #Web3 #Defi","Dec 15, 2023 · 4:08 PM UTC","11","36","","53"
"28","https://nitter.net/CAPRAW_designs/status/1736323915092484372#m","In this exclusive sneak peek, I’m giving you a first look at the stunning designs  that makes BULLygon stand out from the crowd.
.
.
Follow us for more updates and information. @BULLygon Stay tuned, and LFMOO!
.
#BULLygonNFT #NFT #SneakPeek #DigitalArt #Collectibles","Dec 17, 2023 · 9:54 AM UTC","8","13","","25"
"29","https://nitter.net/bsharks7/status/1655993003008196612#m","3 Girls vs 1 Guy
#Fights #fightvideos #fightsvideos #fightschool #Fightingatschool #FightVideo #fight #fights #hoodfights #hoodfighting #hoodvideos #hoodmemes #hood #lol #Memes #nsfwtw #nsfwaudio #nsfwtwtً #nsfwtwtًًًٌٌٍِّ #Teens #bj #leaked #baddie #BSCGems #kodak #gore #NFT","May 9, 2023 · 5:47 PM UTC","457","818","95","17,457"
"30","https://nitter.net/Avive_World/status/1705144120766062899#m","📢Thank you for participating in applying to become an #AvivePartner!

🔥Avive's Proof of Digital Footprint #NFT has achieved a remarkable milestone

🥇It's now ranked as the Top 1 NFT on @arbitrum

@nina_rong @CocoraEth @CryptoIsCute @BFreshHB @peterhaymond 

💪Keep building your digital footprint and shaping the future with us!","Sep 22, 2023 · 8:56 AM UTC","123","305","24","1,016"
"31","https://nitter.net/miraiVoyage/status/1736398772039483859#m","＼GoOd MoRnInG／    
Dear friends !   
Today is 17th of December👀
I'm late in replying on X,  I'll read it bit by bit🤍✨
Happy Sunday🤍

#art #graphicdesign #mvc2023 #NFTCommunity #NFTshill #NFT #nftartgallery #aiartcommunity","Dec 17, 2023 · 2:51 PM UTC","1","1","","5"
"32","https://nitter.net/amanajmera1008/status/1733825392149139668#m","🚨POWER POST 🚨

@Portalcoin is not messing around! 
If you want to earn $portal Then do this:   

-Like ❤️‍🔥
-Retweet ♻️
-Comment 🗣️

I'll be engaging back to anyone who does below👇
High Level play ⬇️⬇️⬇️

#Portal #Portalcoin #PortalFarming #PortalcoinChain #NFT #Solana $myro","Dec 10, 2023 · 12:26 PM UTC","1","448","1","6"
"33","https://nitter.net/vermeer_ai/status/1736418240564441291#m","Vermeer AI Museum exhibition
#vermeer #AI #AIart #AIartwork #johannesvermeer #painting #フェルメール #現代アート #現代美術 #当代艺术 #modernart #contemporaryart #modernekunst #investinart #nft #nftart #nftartist #closetovermeer
Canals in Delft","Dec 17, 2023 · 4:09 PM UTC","","1","","6"
"34","https://nitter.net/SandboxGuys/status/1736415786166534254#m","3 Days Left ! 🥹
new era, same boxes... 📦🌟

#NFT #PixelArt","Dec 17, 2023 · 3:59 PM UTC","","6","","3"
"35","https://nitter.net/MidJourneyLIVE/status/1736420624782725173#m","Tiny kitten with a big heart, captured in a delightful artwork. 

𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚!

#artificialintelligence #ai #nft #nftart #machinelearning #chatgpt #art #tech #deeplearning #technology #digitalart","Dec 17, 2023 · 4:18 PM UTC","","","","4"
"36","https://nitter.net/Owle_toolzhackz/status/1736420621930709292#m","Submit your hacking request and get a really fast solution.
I am available to offer you any form of hacking services.
#hacking #twitterdown #facebookdown #meta #icloud #Solana #Crypto #NFT #hacked #Stolen #Python","Dec 17, 2023 · 4:18 PM UTC","","","",""
"37","https://nitter.net/CockroachRaces/status/1735848109253480519#m","GM #NFT fam🎄
There's just nothing left until Christmas! 🕐 🎁 🎄 It's time to start preparing for the holidays and create that Christmas mood! 🎉 ✨🎁🎅

Take a look at them now
🔽🔽🔽
opensea.io/collection/cockro…","Dec 16, 2023 · 2:23 AM UTC","","3","","6"
"38","https://nitter.net/vermeer_ai/status/1736418060440109375#m","Vermeer AI Museum exhibition 
#vermeer #AI #AIart #AIartwork #johannesvermeer #painting #フェルメール #現代アート #現代美術 #当代艺术 #modernart #contemporaryart #modernekunst #investinart #nft #nftart #nftartist #closetovermeer
Girl by the window","Dec 17, 2023 · 4:08 PM UTC","","1","","5"
"39","https://nitter.net/AGOSTINOART/status/1736420584437817596#m","1128 opensea.io/assets/matic/0x77… Single-Edition #NFT {see my profile and pinned post for links to buy my Art #NFTs} #polygonsnfts #cryptoart #rariblenfts #openseanfts #nftcollectibles #nftcollection #nftart #art #contemporaryart #investments","Dec 17, 2023 · 4:18 PM UTC","","","","5"
"40","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","12"
"41","https://nitter.net/DickipediaERC/status/1736419638769242220#m","🎁MEME CONTEST😎

⏰ END IN 3 DAYS

💰 Rewards Pool: 0.45 #ETH 
🥇0.15
🥈0.1
🥉0.06
4️⃣ - 🔟 0.02

Rules : 
🔸 Make sure that MEME contains the $Dickipedia logo
🔸 Follow Twitter & Join 
@DickipediaERC

#Dickipedia #Bullish #Meme #Memecontest #Airdrop #Memes #Crypto #NFT #Giveaway","Dec 17, 2023 · 4:14 PM UTC","5","3","","7"
"42","https://nitter.net/StreetDucklings/status/1736420549952184472#m","@TheLTONetwork wallet looks amazing🤯

Can't wait to see the @MyOwnables functions!

People can create #Ownables ( #NFT ) and put them on a internal marketplace for other $LTO holders to buy🚀

lease your tokens on the wallet %9.0 APY🤑

The 🤝 with @UN expected Q1

Big future💎","Dec 17, 2023 · 4:18 PM UTC","","","","1"
"43","https://nitter.net/xrppossum/status/1736398130550374674#m","❄️🎄Good Morning #XRPCommunity🎄❄️

The golden gates to #GƎNᄅ are about to swing open. 
Don't miss your chance to own a piece of this Awesome legacy!

#Xpossum #MintingSoon #XRPL #XRPArmy #NFTcollectibles #NFTfam #algofam #NFTCommmunity #NFT #PossumBrothers","Dec 17, 2023 · 2:49 PM UTC","2","3","","9"
"44","https://nitter.net/Linfeiyan100x/status/1736096686244811136#m","🎉 Giving away one of my Lil @pudgypenguins 🎉

floor value 0.95 eth ( $20500 ) 

Like + RT + comment | Follow Me 🔔 

24 Hours 

#NFTGiveaway #NFT","Dec 16, 2023 · 6:51 PM UTC","638","914","4","1,024"
"45","https://nitter.net/amanajmera1008/status/1733617806053376110#m","⚡️⚡️Power Post ⚡️⚡️ @Portalcoin 
Everyone knows what to do let get it!!! 

👍Like
🔁Retweet 
✏️Quote 

We are FAAAARRRRMEEEERRRRSSSS! 👨‍🌾👨‍🌾👨‍🌾 $Portal

#Portal #Portalcoin #PortalFarming #PortalcoinChain #PortalCoinFarming #NFT #Solana #NFTCommunity $myro","Dec 9, 2023 · 10:41 PM UTC","2","445","3","5"
"46","https://nitter.net/nehamahout/status/1736420513084260505#m","🩷🩷
Be Happy 
2024

#artgallery #NFT #NftShill #NFTCommunity #Nfts #nftcolllectors #NFTartwork #abstractart #TezosNFTs #tezosCummunity #Illustrator #AIArtistCommunity #painter","Dec 17, 2023 · 4:18 PM UTC","1","1","","3"
"47","https://nitter.net/a1367h/status/1736419427342557609#m","The whisper of leaves, the flicker of hope. ☀️

Follow the young man's journey from darkness to light in my 1/1 #NFT ""The Forest"" on @objktcom 

1/1 👈 
24.24 ꜩ 👈 Go Grab Yours 👇💎
objkt.com/asset/KT1U6XtaT9Ku…

#FlowFrenzNFT
#NFT_Shill 
#Abstract 
#objkt","Dec 17, 2023 · 4:13 PM UTC","3","6","1","10"
"48","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","12"
"49","https://nitter.net/WildCardsShow/status/1736420084308955592#m","Next on Wild Cards:

We are getting wild on @porkyisland ! Going to hear what’s been going on on the island and maybe learn something new. One thing is for certain, you can catch a few laughs. 😎👊

Set a reminder 👇
 nitter.net/i/spaces/1ypKdky…

#crypto #nft #humor","Dec 17, 2023 · 4:16 PM UTC","1","4","","9"
"50","https://nitter.net/mortsnakedao/status/1736419695501226210#m","Let's celebrate @mortsfemme upcoming collection with a #giveaway  

 🎁 Giving away 10 WL Spots 

✅Like , Retweet
✅Follow @mortsdesign @MortsFemme
✅ tag friends & #Solana Queenz that deserve a spot 👸🏻

⏳ 48 hours

#Web3 #NFT #NFTGiveaways #SolanaGiveaway #sol #nftart #crypto","Dec 17, 2023 · 4:14 PM UTC","1","3","","6"
"51","https://nitter.net/amanajmera1008/status/1733829830419091493#m","Make sure you are part of this farming.
Smaller accounts gather here let's engage ourselves. @Portalcoin

#Portal #Portalcoin #PortalFarming #PortalcoinChain #PortalCoinFarming #NFT #Solana #NFTCommunity $myro","Dec 10, 2023 · 12:43 PM UTC","2","446","1","8"
"52","https://nitter.net/MattSandq/status/1736366509889339481#m","I've wanted this #Cybercub since the first time I saw it. @Chandra33941575 accepted my offer this morning. I'm in LOVE! 😍🥰 
Welcome, Cyber Cub #6114! 🥳
Let's go #crofam! Give him a heart on CDC NFT.
#ManeCity #Loadedlions #NFT #Art #NFTs #Web3","Dec 17, 2023 · 12:43 PM UTC","5","9","","43"
"53","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","12"
"54","https://nitter.net/ApexNoobi/status/1735680452285829358#m","I'm BUYING #NFT Art 🎨 from Followers 🫂
Drop Your #NFTs 👇👇👇
#NFTCommunity 

Let's shill those beautiful works 💪 
#NFTCommunity #NFTCollection #nftart","Dec 15, 2023 · 3:17 PM UTC","183","24","1","151"
"55","https://nitter.net/amanajmera1008/status/1733829413941415970#m","BREAKING: 🚨NEW POWER POST 🚨

Alright all you fellow @Portalcoin
farmers 🧑‍🌾👩‍🌾

It's  $PORTAL POINTS ON POWER POSTS ONLY!! You know the drill. 

Let's engage!

Reply with your post and I'll smash it up! 💪
F4F too!

#Portalcoin #PortalFarming #PortalcoinChain #NFT #Solana $myro","Dec 10, 2023 · 12:41 PM UTC","2","443","1","6"
"56","https://nitter.net/StreetDucklings/status/1736420410072183218#m","@TheLTONetwork wallet looks amazing🤯

Can't wait to see the @MyOwnables functions!

People can create #Ownables ( #NFT ) and put them on a internal marketplace for other $LTO holders to buy🚀

lease your tokens on the wallet %9.0 APY🤑

The 🤝 with @UN expected Q1

Big future💎","Dec 17, 2023 · 4:17 PM UTC","1","","","1"
"57","https://nitter.net/Semicolon_art/status/1736395182139211878#m","GM Friends !! 🙏🏼😊🍀🫶🏻

crypto.com/nft/collection/2b…

#Cro #Crofam   #FFTB   #Cryptocom    #NFTCommumity #cryptocomnft #CDC #nft #Cdcnft #bornbrave    #web3","Dec 17, 2023 · 2:37 PM UTC","1","1","","6"
"58","https://nitter.net/NFDevils/status/1736355568733044929#m","On the 17th day of #Christmas the Devils gave to me, a @ADAINVADAZ #NFT

To spread the #Christmas joy we are doing a #giveaway per day till the 25th!

✅ Follow @NFDevils, @Nate_NFD and @SheDevilsNFT
✅ Like and Repost
✅ Tag 3 Friends
✅ 24h

#CNFTgiveaway #GiveawayAlert","Dec 17, 2023 · 12:00 PM UTC","96","115","1","126"
"59","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","12"
"60","https://nitter.net/_Official_CPA/status/1736402275814285775#m","📢 Midas Chain will open mint for its Validators on the 21st @DemiourgosH  💥
Price ~ 20k $USD 🚀
Fractions of a Validator can be minted 💎

Best part  is that with TheExpansion collection you get multiple sources of income at the mint price of an #NFT
 
1/ 80% of the Marketplace fees 💰
2/ 80% of the Launchpad fees 💰
3/ 90% of the Validator revenue 💰

67% already sold from the first Validator 🔥

Don't miss your multiple income sources at the mint price of one #SFT","Dec 17, 2023 · 3:05 PM UTC","3","8","1","15"
"61","https://nitter.net/WildCardsShow/status/1736420084308955592#m","Next on Wild Cards:

We are getting wild on @porkyisland ! Going to hear what’s been going on on the island and maybe learn something new. One thing is for certain, you can catch a few laughs. 😎👊

Set a reminder 👇
 nitter.net/i/spaces/1ypKdky…

#crypto #nft #humor","Dec 17, 2023 · 4:16 PM UTC","1","4","","9"
"62","https://nitter.net/ArkCryptoDao/status/1736420336688902423#m","🔥 @Friend3AI Announce Free mint #NFT

Only Few left, Mint for free on #BNB  Nestwork, only $0.02 for one NFT 

😁Mint multiple times 

Go to mint: inscribe.friend3.group/

Follow for more update🥰","Dec 17, 2023 · 4:17 PM UTC","","","","2"
"63","https://nitter.net/Sami_NFTplus/status/1736332938256494724#m","😍😍BOUGHT 😍😍

I just Collect this Cute & Amazing art from Dear Fam @LucMertens1 🥳🥳
So Beautifull, I Really Love It, 👼🥰

#nft #objkt #objktcom #objktnft #NFTs #tezos #tezosart #TezosNFTs #tezosnft #TEZOSTUESDAY #NFTCommunity #SupportEachOther","Dec 17, 2023 · 10:30 AM UTC","10","26","1","41"
"64","https://nitter.net/MONONFTNET/status/1736260543604801735#m","First Round of the MonoNFT (ONFT) Airdrop has been started! 🎉🤩

Claim Up to 5 ONFT Tokens for FREE!💰

Join Now:👇
t.me/mononft_bot

More information:👇 
mononft.net/giveaway

#MonoNFT #ONFT #Airdrop #Giveaway #Crypto #NFT #DeFi #Blockchain","Dec 17, 2023 · 5:42 AM UTC","218","739","143","1,040"
"65","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","12"
"66","https://nitter.net/al_beyond/status/1736420252282405243#m","Fantastic Abstract Ai Art🌟#love #peace #midjourney #dalle3 #AIart #chatgpt #OpenAI #goodvibes #ai #inspiration #art #nft #viral #Trending #AIグラビア #AI画像 #abstractart #quotes #SundayFunday #SundayMotivation #sundayvibes #SundayMorning #sundaymood #goodmorning #abstract","Dec 17, 2023 · 4:17 PM UTC","","5","","15"
"67","https://nitter.net/StreetDucklings/status/1736420222058271076#m","@TheLTONetwork wallet looks amazing🤯

Can't wait to see the @MyOwnables functions!

People can create #Ownables ( #NFT ) and put them on a internal marketplace for other $LTO holders to buy🚀

lease your tokens on the wallet %9.0 APY🤑

The 🤝 with @UN expected Q1

Big future💎","Dec 17, 2023 · 4:16 PM UTC","","","","1"
"68","https://nitter.net/MutantClubNFT/status/1727991923523072240#m","💚💚NEW DROP!💚💚

Loki!💚✨

I hope you catch her quickly fam😻
✨28 Matic
#NFT #NFTs #NFTCommunity 
🔗opensea.io/assets/matic/0xc8…","Nov 24, 2023 · 10:05 AM UTC","8","31","","49"
"69","https://nitter.net/MutantClubNFT/status/1728109087089652142#m","🧡💚NEW DROP!💚🧡

Ace Ventura!🐒

It's a character that I love very much, I drew it with pleasure! I hope you catch her quickly fam😻
✨28 Matic
#NFT #NFTs #NFTdrop 
🔗opensea.io/assets/matic/0xc8…","Nov 24, 2023 · 5:51 PM UTC","6","22","","44"
"70","https://nitter.net/amanajmera1008/status/1733835075501130034#m","Lets start our MEGA TRAIN NOW 🚂💨

Quote this threat to get 60 points
RT for 50 points
Comment for 40 points 
Likes for 20 points

LFG , show ur @Portalcoin power now! 
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥

#Portal #Portalcoin #PortalFarming #PortalcoinChain  #NFT #Solana $myro","Dec 10, 2023 · 1:04 PM UTC","1","441","1","5"
"71","https://nitter.net/MutantClubNFT/status/1729443088769114370#m","💛💙NEW DROP!💚💜

I hope you catch her quickly fam😻
✨28 Matic
#NFT #NFTs #NFTdrop 
🔗opensea.io/assets/matic/0xc8…","Nov 28, 2023 · 10:12 AM UTC","10","39","","71"
"72","https://nitter.net/vermeer_ai/status/1736418721063989710#m","Vermeer AI Museum exhibition
#vermeer #AI #AIart #AIartwork #johannesvermeer #painting #フェルメール #現代アート #現代美術 #当代艺术 #modernart #contemporaryart #modernekunst #investinart #nft #nftart #nftartist #closetovermeer
Girl with blue turban","Dec 17, 2023 · 4:10 PM UTC","","2","","8"
"73","https://nitter.net/amanajmera1008/status/1733809860545008064#m","Hello @Portalcoin, am I a joke to you? 🥹

Fellow $PORTAL farmers please support Aman to PUSH above Level 2 ! 🚀📈🔥

⚡️ Each INTERACTION PAYS OFF 30X 🚀🚀🚀⚡️

#Portal #Portalcoin #PortalFarming #PortalcoinChain #PortalCoinFarming #NFT #Solana #NFTCommunity $myro","Dec 10, 2023 · 11:24 AM UTC","3","446","2","7"
