"id","urlTweet","contentTweet","tweetDate","commentTweet","reTweet","quoteTweet","heartTweet"
"10","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","14","19","","20"
"11","https://nitter.net/UnchainedArtt/status/1735714293897699615#m","its just reminder, 
i know about gas 🚀😀

#nft #nftartist #nftcollector #nftcommunity","Dec 15, 2023 · 5:31 PM UTC","","","",""
"12","https://nitter.net/hellboycrypto1/status/1735713733496750339#m","Take a look at $LTO

Growing ecosystem, paying clients
Many partnerships #UN, #Chainlink, casino, and clinical trials. Mobile app coming 24'!

High usage and a Juicy 10% APY! 500m token cap!

#DeFI
#RWA
#NFT
#Ownables
#Landregistration
#Proofi
Join us on telegram!

Let's go #LTO","Dec 15, 2023 · 5:29 PM UTC","","1","","3"
"13","https://nitter.net/NFTalltalents/status/1733464956849606868#m","Drop your #nfts
I am collecting

I collect 50% of the sales of this collection directly 
objkt.com/collection/KT1PD2C…
🟣My collection
43/45 Items👉1/1
Floor: 1.8 #XTZ
#opensea #Foundation #objktcom #NFT_SHILL  #NFTdrop #NFTcollection #NFTart #nft #art #NFTartists #NFTalltalents","Dec 9, 2023 · 12:33 PM UTC","116","27","2","118"
"14","https://nitter.net/KoinosEve/status/1735679768849240425#m","Our #holiday #giveaway is 𝗢𝗡!🎁

Own an #EveNFT, and you can win a physical painting of your favorite #NFT! The more you own, the higher your chances of winning.

Stay tuned as we reveal the winner on Dec 24th.

Get ready to unwrap some #art this Christmas!🎄

#Koinos $KOIN","Dec 15, 2023 · 3:14 PM UTC","2","2","3","13"
"15","https://nitter.net/steffavaretto/status/1735644744074527159#m","Discover the fusion of psychology, art, and meditation at Evoluens 5.0 on Dec 21, 6 PM CET on @Spatial_io . Enjoy international art, a digital fashion show, and insightful panel with international guests : 
spatial.io/s/Evoluens-5-0-Cu… 
🌈 #art #metaverse #wellness #nft  #wellbeing","Dec 15, 2023 · 12:55 PM UTC","4","4","1","9"
"16","https://nitter.net/KaboomView259/status/1735714220803772456#m","But is the unicorn a falsehood? It's the sweetest of animals and a noble symbol. It stands for Christ and for chastity

#Quote #NFT #NFTArt #OpenSea #Farming #Drawing","Dec 15, 2023 · 5:31 PM UTC","","","","1"
"17","https://nitter.net/CryptoBullBoss_/status/1726672428888396237#m","@0xHustlepedia LFG 🔥

@PhantasmaChain $Soul 
#Layer1 #AI #SmartNFT #GameFi #DeFi
#NFT #Bullrun #BlockchainGaming 

piped.video/live/2-2yLuKTugQ…","Nov 20, 2023 · 6:42 PM UTC","4","22","3","44"
"18","https://nitter.net/papacbd/status/1735612710774030407#m","My wife @mamahml1985 has been wanting a @DegenToonz for quite a while. So I just did a thing.... 😉 Could you pls give her a follow to show her how f*** awesome this community is?
#toonzfollowtoonz #degentoonz #cultoonz #NFT","Dec 15, 2023 · 10:48 AM UTC","15","13","2","52"
"19","https://nitter.net/sayenfts/status/1735328579532267684#m","Gm #NFTCommmunity  🥰🤍

I'm working on my new #NFTs  project 

💥 ""22"" 💥

50% WIP of 

#E🪇

Your first letter 😅🤟🏼

@EddieLee21_ 🤍

#nft #nftart #nftartist","Dec 14, 2023 · 3:59 PM UTC","22","10","","53"
"20","https://nitter.net/HopiumSwap/status/1735709609464303652#m","🚀Explore the allure of HopiumCatz!🌟 
Comment with the number of your favorite Cat. 
Ready to join the Cat craze?
Follow us for more, retweet to spread the HopiumCatz magic, and hop into our Discord for exclusive content!😺💬
#NFT #HopiumCatzLove #HopiumSwap","Dec 15, 2023 · 5:13 PM UTC","2","2","","4"
"21","https://nitter.net/SmackDigi/status/1735714117409767475#m","Congrats, $ETH gas is $5 Bucks for a transaction on L2...  LAYER 2. 

for what? who knows.... this shits never gonna work... 

Imagine like 1/10th of Actual Mass adoption? 

we'll need a Layer 50 

#Ethereum #ETH #NFT","Dec 15, 2023 · 5:31 PM UTC","","","",""
"22","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","20","","21"
"23","https://nitter.net/Ghostly253/status/1735714093234000330#m","#Quote #NFT #NFTArt #OpenSea #WEB3 #Launchpool 

You have teenagers thinking they're going to make millions as NBA stars when that's not realistic for even 1 percent of them. Becoming a scientist or engineer is.","Dec 15, 2023 · 5:31 PM UTC","","","","1"
"24","https://nitter.net/Steven1544287/status/1735714043778806253#m","Having issues accessing your money in #bybitcool? Send a message for assistance!#MTFE #digitalbaseweb #nft #btc                                                     #mtfe #cryptographeex #Blackrock #Machcoins #ETF #zonebie #China #Wofbee #litoken","Dec 15, 2023 · 5:30 PM UTC","","","",""
"25","https://nitter.net/ceeyangvn/status/1735620503443054816#m","BẢN TIN NHANH 15/12/2023: Trò đùa của thị trường tiền điện tử DOGE, BONK, PEPE ?
#DOGE #BONK #PEPE #BRC20 #NFT #Crypto","Dec 15, 2023 · 11:19 AM UTC","82","4","","95"
"26","https://nitter.net/ccbarcode/status/1735287877129445610#m","Christmas girl SOLD!💕🫶🏻

May your new year be full of health and happiness with your loved ones!

Thank you so much! @MalibuTrader ✨🫶🏻

#NFT #NFTCommunity #nftart","Dec 14, 2023 · 1:17 PM UTC","7","19","1","22"
"27","https://nitter.net/coreycosta123/status/1735677848600388037#m","🚨 HUGE INTERVIEW!

✅ Join Italian actress/musician @ZironiVioletta and I at 5 PM EST, whose starred on the X-Factor and on the Netflix film Rose Island as we discuss the issues musicians face in Web2 and how Web3 rectifies these dilemmas! 

#HEX #NFT piped.video/live/5YlrfwZXjnI…","Dec 15, 2023 · 3:07 PM UTC","7","13","","40"
"28","https://nitter.net/azbit_news/status/1735605063224041746#m","Listing Alert: Pitbull (#PIT)

✅Deposits, trading and withdrawals will open at 2 PM (UTC) December 15, 2023.
Trading pair: PIT/USDT.

🚀 Congratulations to @BscPitbull team and welcome to azbit.com!

#Azbit #autostaking #Staking #community #BNBChain #NFT #gaming","Dec 15, 2023 · 10:17 AM UTC","98","115","7","244"
"29","https://nitter.net/vishalverma909/status/1735713968164049039#m","Very good project

@rohitroy500 
@rajAT 
@aartikashyapt 

#INJ #Giveaway #NFTCommunity #NFT #Airdrop #Injective #InjectiveNFT","Dec 15, 2023 · 5:30 PM UTC","","","","1"
"30","https://nitter.net/UnchainedArtt/status/1735708290120602054#m","ok guys
Unsold editions of 5 works and 2 1/1s were burned on @objktcom 
Countdown continues until the new year for Living Unit

#nft #tezos #tezosart #tezosnft #nftcommunity #tezoscollector #tezoscommunity","Dec 15, 2023 · 5:07 PM UTC","","1","","2"
"31","https://nitter.net/LovingNFTs/status/1735507217158180878#m","Personal finance management, the #NFT edition:

If you can't afford to buy 3 of an NFT don't buy 1.  If you can afford to buy 3, buy at least 3 so you can:

1. get your initial investment back 
2. take a profit when it moons 
3. stay part of the community holding your forever","Dec 15, 2023 · 3:48 AM UTC","6","2","1","19"
"32","https://nitter.net/Entities_Solana/status/1735351510547005695#m","Mysterious Entities are coming on @Solana💜

Free Mint & Low Supply = Entities 👻

❤️ & ♻️ & 🔔 will be considered for OG 

#FreeMint #Solana #NFT","Dec 14, 2023 · 5:30 PM UTC","125","268","","296"
"33","https://nitter.net/DDSHOWCASE/status/1735713888241684905#m","Anyone here needs some artworks made? Feel free to get with me coz my commissions are open.🔥💯

#looking #NFT #fantasy #anime #graphic #designer #artist #illustrator #PFP #avi #charcater #art #design #NFTCommunitys #NFTartist #BLACKARTIST #character #design #art #WritingCommunity #vss365 #SciFiFri #songcoverart","Dec 15, 2023 · 5:30 PM UTC","","","","2"
"34","https://nitter.net/AppleHeadHQ/status/1727619246304158171#m","Time for Linea Boxer - Linea on AppleHead.🍎 

Mint your art and increase your on-chain activity on the Linea chain.🎁

⚡️Increase #linea on-chain activities and 

👉Mint your #linea Boxer #NFT art🔥🔥
applehead.io/mint/35","Nov 23, 2023 · 9:25 AM UTC","7","341","337","260"
"35","https://nitter.net/ai_kawaii_000/status/1701191798662762513#m","ちょっとサイズ小さいかも........  

maybe a little small........ 
・
3rd
・
 Please retweet and follow me 🐈‍⬛

 #aigirl #aiphoto #aiグラビア #AI美女 #AIモデル #aiart #nft #nftart","Sep 11, 2023 · 11:11 AM UTC","38","13","2","69"
"36","https://nitter.net/Entities_Solana/status/1735351510547005695#m","Mysterious Entities are coming on @Solana💜

Free Mint & Low Supply = Entities 👻

❤️ & ♻️ & 🔔 will be considered for OG 

#FreeMint #Solana #NFT","Dec 14, 2023 · 5:30 PM UTC","125","268","","296"
"37","https://nitter.net/rollshareio/status/1735713860256972955#m","24h @rollbitcom revenue: $1,664,559.75

🔞 Casino
 $1,149,800.76
-
⚽️ Sportsbook
 $235,716.06
-
📈 Trading
 $279,042.93
-
🔥 $RLB burned
 1,182,240.2 ($245,836.16)

▶️rollshare.io/buyback 

#rollbit #nft #rlb #burn","Dec 15, 2023 · 5:30 PM UTC","1","","",""
"38","https://nitter.net/intentiamme/status/1735713834349080796#m","THE CLOCK OF LIFE TICKS; EVERY CHOICE, A NOTE IN ITS MELODY.

#NFT #ARTISTS #NFTCOLLECTION #ARTWORK #WEB3 #CRYPTO
BUY NFTS NOT CAKE @ 0.1 ETH
opensea.io/intentiamme
INTENT ON FUNDING THE GOALS","Dec 15, 2023 · 5:30 PM UTC","","","","1"
"39","https://nitter.net/bajirudenwa/status/1735713832020942940#m","'Mirage Aquatique' - auction starts in two hours on @fx_hash_

#generativeart #creativecoding #NFT #fxhash","Dec 15, 2023 · 5:30 PM UTC","1","1","","1"
"40","https://nitter.net/CryptoDetonator/status/1735711086324707432#m","Again @WorkX_official delivering!

Im 100% gonna stake a large portion of my $WORK into the #NFT !

Want to know why? Go and read this article they just released!
$WORK will make millionaires 🚀

medium.com/@WorkX/work-x-gen…","Dec 15, 2023 · 5:19 PM UTC","4","5","","8"
"41","https://nitter.net/frenchielover01/status/1735654990184919140#m","Swinging with Dad 😂🥰

#frenchbulldog #frenchielover #frenchie #doglover #puppies #NFT #trend #pets #dogsoftwitter","Dec 15, 2023 · 1:36 PM UTC","5","25","1","225"
"42","https://nitter.net/Ozcobar_UK/status/1735706018267422760#m","$DPET have to break this level 👇
Retweet, Like & Follow
#Kucoin #tradingbot #cryptotrading #NFT #AI #ecosystem #Web3             #Gaming #Btc  #Eth #Binance           
$MONI $MAP $WORK $RATS $EGO $MPLX $EQX $WOO $SLIM $ACE $XETA $RBP $LYM $XWG $LBP $VOLT $BOB $MATTER $RFD","Dec 15, 2023 · 4:58 PM UTC","1","2","","2"
"43","https://nitter.net/ZF_lab/status/1735647191665086942#m","Wave10与Wave9一起发射 截止时间12.20
前提需要使用 Timeless X钱包

🔶核心任务150XP
用 Timeless 钱包10 U ETH 兑换
🔶奖励任务 90 XP
🔸用 Timeless 钱包提供 20 U流动性
或
🔸用 Timeless 钱包，借入10 U ETH/WETH

#Crypto #ETH #BTC #Airdrop #Testnet #NFT #Alpha @Port3Network #Port3 $wom","Dec 15, 2023 · 1:05 PM UTC","6","12","","25"
"44","https://nitter.net/dapdapio/status/1734500826117533761#m","🎮 DapDap and @Seraph_global are teaming up for a spectacular giveaway event with incredible rewards.

🏆 Prizes: 5x Activation key + 100 USDT!

👇Click here to join:
dapdap.io/quests/details/259

Get in on the action and win big! 🚀

#NFT  #Giveaway   #Airdrop #P2E #games","Dec 12, 2023 · 9:09 AM UTC","14","264","1","103"
"45","https://nitter.net/hellboycrypto1/status/1735713733496750339#m","Take a look at $LTO

Growing ecosystem, paying clients
Many partnerships #UN, #Chainlink, casino, and clinical trials. Mobile app coming 24'!

High usage and a Juicy 10% APY! 500m token cap!

#DeFI
#RWA
#NFT
#Ownables
#Landregistration
#Proofi
Join us on telegram!

Let's go #LTO","Dec 15, 2023 · 5:29 PM UTC","","1","","3"
"46","https://nitter.net/Goldmatters_/status/1735669467525390774#m","All of sudden the #NFT RUNI has become extremely expensive .

The true floor is around $1000 and there are less 25 for sale under 1 ETH.

While few were paying attention, RUNI became the best asset to boost resource production on virtual land in the game @splinterlands 

Runi has is not just playable in battle in the video game, it also has even more utility on land.

Runi provides a 100% production bonus, allows an extra worker slot, and bypasses the need for the staking requirement of another token, DEC.

Visually each RUNI is visually unique and considering the number of players involved in #splinterlands and total land plots, the mint number is low.

Go Runi @opensea","Dec 15, 2023 · 2:33 PM UTC","2","9","","26"
"47","https://nitter.net/Pekka3d/status/1733003320178983046#m","Futuristic City                  
#digitalart #NFTartist #art #artwork #drawing #artist #NFTCommunity #NFT #digital #illustration #digitaldrawing #digitalpainting #NFTart #painting #nftcollectors #nftcollector","Dec 8, 2023 · 5:59 AM UTC","4","17","","82"
"48","https://nitter.net/henze_sebastian/status/1735578696717656427#m","So the question is: Wen Banance?
@cz_binance 

To participate in our daily #giveaway just write your #WAX address as a comment and a nice letter to @binance asking when they list #banano $BAN ;)

One ""Planet Banance"" #crypromonkeys #NFT to win.

Ends 2023-12-16 11:00 UTC","Dec 15, 2023 · 8:33 AM UTC","47","37","","57"
"49","https://nitter.net/Arenaweb3/status/1735389769708761110#m","Grand Final of Arena Master tournament is about to kick off🏆🙌

If you were in top 100 during Grand Tournament at least once or if you own our Platform Pass #NFT, you're eligible for Grand Final!

From tomorrow you'll have 7 more days to win exciting rewards🎁","Dec 14, 2023 · 8:02 PM UTC","37","78","2","124"
"50","https://nitter.net/Niklaren33400/status/1735713660402573785#m","@DuckSeasonNFT  MUTATION coming soon ! 

#NFT #Polygon #Matic @FartheadzPoly","Dec 15, 2023 · 5:29 PM UTC","","","","2"
"51","https://nitter.net/MrSGFO/status/1728951399403430199#m","#INFJArt #17 NFT, inspired by #LeonardoDavinci. 0.001 #Ethereum
Like, repost and support me as artist.
#NFTArt #INFJ #NFT #NFTs #Bitcoin              #NFTCommunity #NFTCollectors
rarible.com/token/0xb66a603f…","Nov 27, 2023 · 1:38 AM UTC","2","2","1","7"
"52","https://nitter.net/Jessie1104eth/status/1735196848443556120#m","GIVEAWAY RAFFLES 🥳10 x 20USD  Like , Retweet and Follow !  Winner will be selected in 24 hours. #NFT #Bitcoin📷 #Portal #Ethererum #Cryptocurency #COVID19","Dec 14, 2023 · 7:15 AM UTC","2","1","","3"
"53","https://nitter.net/nelson_and27338/status/1735713587656581288#m","Having issues accessing your money in #bybitcool? Send a message for assistance!
#MTFE #digitalbaseweb #nft
#btc                             #mtfe #cryptograp #latokenex
#litoken #liyibu #lixisu #linxiym #bybitcool #xtidex #xtidexweb #cointigerus #cointigerb","Dec 15, 2023 · 5:29 PM UTC","","","","2"
"54","https://nitter.net/StreetDucklings/status/1735038354700300663#m","How about a whole new NFT ecosystem😋

@TheLTONetwork community get's to choose the @MyOwnables ( #NFT 2.0 ) wallet design🤗

This looks awesome🤯🚀 We are so close🤏

keep your 👀 on $LTO !","Dec 13, 2023 · 8:45 PM UTC","1","2","1","10"
"55","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","21","","22"
"56","https://nitter.net/CryptoChrist10/status/1735662513943945294#m","$ORB … don’t brush this under the carpet 📈

Anytime a microcap has a working product, the question isn’t if it will pump but rather when. 

#Metaverse #NFT $Eth $Arb $Matic $Bnb $Cro #Web3","Dec 15, 2023 · 2:06 PM UTC","2","8","","12"
"57","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","21","","22"
"58","https://nitter.net/alexcollector03/status/1735713436690981053#m","Sing with me

#Web3 makes #NFT world as beauty as Merilyn Monroe","Dec 15, 2023 · 5:28 PM UTC","","","","3"
"59","https://nitter.net/AN_art8co/status/1725547643835654198#m","«Spirit #5» Collection «Sacred Code» ENERGY ART #art #nftartwork #digitalart #ethereum #nonfungible #nftcollector #cryptocurrency #blockchain #bts #opensea #NFTs #CryptoArt #nftdrop #cryptoartgallery #nftcommunity #nft #eth #Metaverse #Web3 #OpenSeaNFT #NFTsale #DeFi #TheNetwork","Nov 17, 2023 · 4:13 PM UTC","1","2","","8"
"60","https://nitter.net/OuchieAxieBot/status/1735653387511759169#m","🔥 Mystic [:sparkles:] Axie #2387
Sold for 4.9 ETH($11066.6 USD)
Seller: ronin:268d637D
Buyer: reillzron

Tx: explorer.roninchain.com/tx/0…

#AxieInfinity #AxieHomeland #PnE #Ronin #NFT $AXS $RON $SLP

app.axieinfinity.com/marketp…","Dec 15, 2023 · 1:29 PM UTC","1","2","3","15"
"61","https://nitter.net/c9569l/status/1735713398535364715#m","We've integrated the secure and user-friendly #okxweb3 wallet into the #zkLink ecosystem

✨The collaboration aims to enhance accessibility for existing users and welcome new #Web3 enthusiasts

#Crypto #NFT #NFTs","Dec 15, 2023 · 5:28 PM UTC","","","","3"
"62","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","21","","22"
"63","https://nitter.net/frenchielover01/status/1735587644971905260#m","His little paws🥹🐾😍 

#frenchbulldog #frenchielover #frenchie #doglover #puppies #NFT #trend #pets #dogsoftwitter","Dec 15, 2023 · 9:08 AM UTC","15","83","2","734"
"64","https://nitter.net/cryptoartpunks1/status/1735713347985633314#m","1917 punks #NFT #NFTArt #NFTs #NFTCollector #NFTCommunity #CryptoCommunity #crypto
opensea.io/assets/matic/0x3c…","Dec 15, 2023 · 5:28 PM UTC","","","","3"
"65","https://nitter.net/Monaco76_Yt/status/1735655198272401605#m","J15 🎄🎅🏻 speed Giveaway #sorare ! 
Conditions : 

- Retweet + Follow 
- Follow ma chaîne Tiktok qui sera mon nouveau projet sorare 2024  : vm.tiktok.com/ZGeLWST8Q/ 
 
Tirage ce soir ! 🎁

Good Luck 🍀

#calendrierdelavent #giveaway #nft #NFTGiveaway #sorare","Dec 15, 2023 · 1:37 PM UTC","16","106","","86"
"66","https://nitter.net/CryptoDetonator/status/1735711086324707432#m","Again @WorkX_official delivering!

Im 100% gonna stake a large portion of my $WORK into the #NFT !

Want to know why? Go and read this article they just released!
$WORK will make millionaires 🚀

medium.com/@WorkX/work-x-gen…","Dec 15, 2023 · 5:19 PM UTC","4","5","","8"
"67","https://nitter.net/AdLunamInc/status/1735713291932955040#m","🚀 Reflecting on a stellar appearance at @web3carnival!✨ 

Our Co-Founder, #JasonFernandes, shared visionary perspectives and actionable tips at the @web3carnival  

Check the highlights for an insightful recap of the future of #web3 and more! 🔍

#AdLunam #Crypto #NFT #w3c","Dec 15, 2023 · 5:27 PM UTC","3","1","","4"
"68","https://nitter.net/FGL_NFT/status/1735713281392652650#m","Do you have 🔥burning questions about the inner workings of @Machiavellic_io  ? 
Or how it fits in the FGL multiverse? 
Join Martine and the Machiavellic devs on our Ask-Me-Anything! 
⏰ Sunday at 4:00 PM UTC: 
🔗nitter.net/i/spaces/1yNGaZy…

#AMA #NFT #newgame #cardano #playandown","Dec 15, 2023 · 5:27 PM UTC","","2","1","4"
"69","https://nitter.net/JiriDovhomilja/status/1735713270764335226#m","⬛🟥  Dance of the Demons 🟥 Original AiArt 2023 by BlackCanvas 🟥⬛
#demons #ai #AIグラビア #aiart #ChatGPT注册 #ChatGPT4 #midjouney #nft","Dec 15, 2023 · 5:27 PM UTC","","","","1"
"70","https://nitter.net/POP4clarity/status/1735694668669600103#m","Every day is gym day in the @zerpmonxrp ecosystem!!! Build your gym deck and take on all 20 gym types to win $ZRP daily!!! POPKEE and the squad cleaned up today bringing in 51 $ZRP (112 $XRP)!!! 

Do you even $ZRP, Bro?

#XRP #XRPL #NFT #Web3gaming #zerpmon","Dec 15, 2023 · 4:13 PM UTC","1","1","","6"
"71","https://nitter.net/XtrangeArtist/status/1735712561662664799#m","GM #nft family and friends! How is everybody today? The last day of the week! Are you ready for this weekend? We are here to stay, to learn from each other and to grow together. Let's keep on fighting for our goals. We can do it. I stand by you 🙏✊🔥","Dec 15, 2023 · 5:24 PM UTC","3","1","","7"
"72","https://nitter.net/LeviNDree/status/1735586498702106776#m","FIELD BEAUTIES 🤗💗💞 

Price: 2 MATIC 

So much beauty needs to be appreciated 💖💗
Many are still available!! Lots of choices! ❤️🩷💝 

Please have a look 👇👇👇💕 

opensea.io/collection/field-… 

#NFT #Opensea #NFTCollection #NFTCommunity #SupportEachOthers","Dec 15, 2023 · 9:04 AM UTC","4","31","","49"
"73","https://nitter.net/YoungDoodles_/status/1735710960810115111#m","Young Doodles Christmas🎄

🎁We are giving away 2000 Hbars🎁
10 Winners - 200Hbars each one🎁

Follow @YoungDoodles_
❤️+ RT + tag Friends #youngdoodles

Ends on December 25⌛️
#nft #hederanfts #HederaHeatWave #Hedera","Dec 15, 2023 · 5:18 PM UTC","15","21","","22"
"74","https://nitter.net/Maraljafari_lk/status/1735186162749231609#m","GM 
Happy Thursday everybody 
✨🥂
#nft #nftart #NFTCommuntiy","Dec 14, 2023 · 6:33 AM UTC","16","14","","29"
"75","https://nitter.net/PanoramicNFT/status/1735713123083096431#m","Check out the new Snow Globe collection from the @PanoramicNFT Raffle House!

There are 40 available now for only 1 Matic! They make a great holiday gift!

Follow the link below to collect your favourites!

#NFT #AI #gift #holidays #snowglobe #Christmas
👇
opensea.io/Snow_Globes","Dec 15, 2023 · 5:27 PM UTC","1","","1","1"
"76","https://nitter.net/coreycosta123/status/1735677848600388037#m","🚨 HUGE INTERVIEW!

✅ Join Italian actress/musician @ZironiVioletta and I at 5 PM EST, whose starred on the X-Factor and on the Netflix film Rose Island as we discuss the issues musicians face in Web2 and how Web3 rectifies these dilemmas! 

#HEX #NFT piped.video/live/5YlrfwZXjnI…","Dec 15, 2023 · 3:07 PM UTC","7","13","","41"
"77","https://nitter.net/decibling/status/1697580061455450413#m","Decibling Auction Master Season 2, Day 1 📢

Song: Smoke On The Water

This auction will end in 24 hours. Come and place your bid now for a chance to own this cool #NFT. 🤩

#DeciblingTestnet #Decibling $FROY","Sep 1, 2023 · 12:00 PM UTC","5","100","","108"
"78","https://nitter.net/pepezk_com/status/1731982097626153233#m","New art 
Race - kids.
Cute little ones, but they can eat a whole cow!
😊😊😊🍭🍭🍭 
#pepezk #meme #pepe #zksyncEra #NFTS #NFTCommunity #nft","Dec 5, 2023 · 10:21 AM UTC","2,063","2,982","58","3,152"
"79","https://nitter.net/milesnation94/status/1735712694869631161#m","🎁 Giveaway 🎁

🏆10x wl @Inj_pixeldog

To Enter:
1️⃣ Follow @Inj_pixeldog × @milesnation94 
2️⃣ RT & ❤️
3️⃣ Tag 3 friends
4️⃣ Turn on Notification 🔔
5️⃣ Join discord 
6️⃣ Drop screenshot 

discord.gg/xBTAUU2Q

24 hours
  #NFT #INJ #InjectiveNFT","Dec 15, 2023 · 5:25 PM UTC","1","1","","4"
